id,availability,name,address,phone,lat,lon,fee,date,photourl,siteurl,remarks,photourl2
11,1,Bed and Craft,富山県南砺市本町3-41,0763-77-4138,36.5642395,136.9696962,無料,1/31/2024,https://corare.net/wp-content/uploads/2019/09/190416_CRR_0220-Edit-Edit-2.jpg,https://bedandcraft.com/,キッチン、洗濯機あり,
12,1,泊まれる図書館寄処,富山県富山市諏訪川原１丁目１１−１０,080-7996-0949,36.69270333,137.2059174,無料,1/31/2024,https://yosuga.labore.jp/wp-content/uploads/2022/05/IMG_7571-1024x683.jpg,https://yosuga.labore.jp/,キッチンあり,
13,1,いなり鉱泉,富山県富山市稲荷元町3-11-36,076-432-0185,36.69933722,137.2274333,無料,1/31/2024,https://www.inari-kousen.com/img/top/04.jpg,https://www.inari-kousen.com/,禁煙 大浴場 駐車場無料,
14,1,MEBUKI HOUSE,富山県富山市神通本町2丁目1−３,080-3759-2762,36.70113711,137.2074703,無料,~1/12　1/15~1/19　1/21~1/31 ,https://www.ckptoyama.com/uploads/1/4/5/3/145316138/mebuki-web97_orig.jpg,https://www.ckptoyama.com/,共有キッチンあり、赤ちゃん可、駐車場有,
15,1,オークスカナルパークホテル富山,富山県富山市牛島町11-1,076-432-2000,36.7039824,137.214205,無料,1/31/2024,https://www.oarks.co.jp/canal/images/guest/p_room_dxsingle01.jpg,https://www.oarks.co.jp/canal/,-,
16,1,町家体験ゲストハウス「ほんまちの家」,富山県高岡市本町１－２４,076-622-3360,36.75018799,137.016627,無料,"1月23,24,25,29,30,31",https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/398848718_211763985273103_7023363233642847368_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=GhMlVXKy4TcAX-m5A0V&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfArNFDReIeNEolBLJnee-7NnZFBT-gC5pOjOhPwPXCCQQ&oe=65AB3544,https://www.honmachinoie.jp/,キッチンあり、赤ちゃん可、禁煙、１家族,
17,1,お酒のお宿喜泉,富山県黒部市宇奈月町音沢1387,0765-62-1321,36.76786277,137.7033973,無料,1/31/2024,https://www.gkisen.com/common-ver2/images/top-2020/07-08.jpg,https://www.gkisen.com/,大浴場（温泉）利用可能、赤ちゃん可,
18,1,いるかホステル,富山県富山市奥田新町8-1-1ボルファートとやま201いるかホステル,080-4787-9785,36.7057084,137.2161338,無料,1月31日,https://irukahostel.com/wp-content/uploads/2021/09/jellyfish-3-scaled.jpg,https://irukahostel.com/,キッチンあり、臨時駐車場あり、ペット同伴可(要事前相談),
19,1,善性寺宿坊（農家民宿）,福井県丹生郡越前町宿5-8-1,080-1964-0202,35.95218301,135.9869192,無料,1月31日,https://zenshouji.org/wp-content/uploads/2019/06/P6040119-1024x768.jpg,https://zenshouji.org/,禁煙　室内ペット不可　基本的に自炊,
20,1,アズイン福井,福井県福井市中央3-4-20,0776-26-0011,36.06311725,136.214575,無料,1月31日まで,https://www.ace-az-inn.com/fukui/wp-content/uploads//sites/2/2016/04/single01.jpg,https://www.ace-az-inn.com/fukui/,-,
21,1,福井ゲストハウスSAMMIE’S,福井県福井市日之出2-6-8,0776-97-9559,36.06172552,136.2268947,無料,1月31日,https://sammies.jp/_src/31/sign.jpg,https://sammies.jp/,キッチンあり、福井駅徒歩5分、赤ちゃん可,
22,1,Beach Side Village FAMILIAR,福井県大飯郡高浜町和田110-26-3,077-072-6630,35.49153339,135.5726844,無料,1月31日,https://trvimg.r10s.jp/share/image_up/180043/origin/a2f05cf669127bb3e8756328758d3bd6de5351b0.47.1.26.2.jpg?fit=inside%7C600:*,https://familiar-mkv.com/,共用キッチンあり　赤ちゃん可　館内禁煙,
23,1,Cafe&Guesthouseココラカラ,福井県今立郡池田街板垣52-6,090-5172-1613,35.88284971,136.3287653,無料,1月31日,https://www.fuku-e.com/lsc/upfile/spot/0000/5030/5030_2_l.jpg,https://kokorakara.jp/,女性お子様受験生社会的マイノリティの方優先です。 共有キッチン、女性用下着生理用品あり 喫煙不可ペット不可,
24,0,古都とき,石川県金沢市東山１丁目13ー4,080-6109-8128,36.57285629,136.6667227,無料,1/18〜20、1/28〜30,https://www.kanazawa-kototoki.com/wp-content/uploads/2023/03/ee6381fd6d65ac573bcde0fd532c4dd8-1024x577.jpg,https://www.kanazawa-kototoki.com/,簡易キッチン、 赤ちゃん可 、6人まで可能 ,
25,0,加賀五彩の宿 花明かり,金沢市瓢箪町8-13,076-207-7784,36.57868485,136.6567195,無料,1月31日,https://hanaakari-kanazawa.com/upfile/1615854857-fit-321x321.jpg,https://hanaakari-kanazawa.com/,各室布団4組。一部の客室に洗濯機。各室浴室乾燥機。キッチンなし。,
26,0,オヤド小将町,石川県金沢市小将町4-7,070-3165-5593,36.56420727,136.6656149,無料,1月31日,https://travel-kanazawa.com/jp/wp-content/uploads/2020/11/JYZZ8978.jpg,https://travel-kanazawa.com/hotel/oyado-koshoumachi,キッチンあり、洗濯機あり、一棟貸し、駐車場無し,
27,0,クルトンホテル,石川県金沢市玉川町16-3,076-299-5119,36.5709534,136.6506381,無料（最大定員3名様、1室料金）,1月31日,https://kulton.kanazawa-trip.net/images/img_08.jpg,https://kulton.kanazawa-trip.net/,１Kアパートメントタイプ。キッチンあり。シャワーのみ。赤ちゃん可。,
28,0,KULTON MOCT（クルトンモースト）,石川県金沢市兼六元町12-1,076-299-5119,36.56803541,136.6658766,無料,1月31日,https://kulton-mk.kanazawa-trip.net/images/img_03.jpg,https://kulton-mk.kanazawa-trip.net/,キッチンあり、赤ちゃん可（添い寝）、キッチンあり（1K）,
29,0,月読中央通り,石川県金沢市中央通町15-13,070-3165-5593,36.56349804,136.6466829,無料, 1/13-1/20、1/22-1/31,https://travel-kanazawa.com/jp/wp-content/uploads/2020/11/%E5%AF%9D%E5%AE%A41-1.jpg,https://travel-kanazawa.com/hotel/tsukuyomi-chuo-dori,キッチンあり、洗濯機あり、一棟貸し、駐車場無し,
30,0,茨木ハウス,石川県金沢市茨木町51,076-299-5119,36.55729259,136.6567302,無料,1月31日,https://ibaragihouse.kanazawa-trip.net/images/img_09.jpg,https://ibaragihouse.kanazawa-trip.net/,キッチンあり、赤ちゃん可、定員5名,
31,0,LINNAS金沢,石川県金沢市尾張町1-2-8,-,36.57078006,136.6598083,無料,1月31日,https://img.travel.rakuten.co.jp/share/image_up/165928/LARGE/93dd8036f302329fd107c2564a70756e4113115d.47.9.26.3.jpg,https://www.linnashotels.com/kanazawa/,シェアキッチンあり自炊可、赤ちゃん可。お子様連れを優先で受け入れてます。全館禁煙　電話番号と人数、年齢を記載の上メールください。,
32,0,ピースフルベース兼六園,石川県金沢市小将町4-7,070-3165-5593,36.56411467,136.6657304,無料,1月31日,https://travel-kanazawa.com/jp/wp-content/uploads/2020/11/L5C7412.jpg,https://travel-kanazawa.com/hotel/peaceful-base-kenrokuen,キッチンあり、一棟貸し、洗濯機あり、駐車場無し,
33,0,金沢東兼六の離邸うふ,金沢市東兼六町2−28,090-1392-8309,36.56202028,136.6660681,無料,1月16日〜1月26日,https://kanazawa-ufu.com/img/gallery/p_02.jpg,https://kanazawa-ufu.com/,キッチンあり / 赤ちゃん可 /駐車場無料1台,
34,0,ハミングバード金沢,石川県金沢市堀川町24-8,076-299-5119,36.57991977,136.6528627,無料,1月31日,https://hummingbird.kanazawa-trip.net/images/img_08.jpg,https://hummingbird.kanazawa-trip.net/,キッチンあり、赤ちゃん可、禁煙、戸建て、定員5名,
35,0,Kamin Kanazawa,石川県金沢市尾張町2丁目6-10,076-299-5119,36.57264809,136.6591224,無料,1月31日,https://kamin.kanazawa-trip.net/images/img_04.jpg,https://kamin.kanazawa-trip.net//,キッチンあり、赤ちゃん可、禁煙、定員８名。,
36,0,コパンくるみ,石川県金沢市駅西本町1丁目5-5,076-299-5119,36.5794227,136.6384456,無料,1月31日,https://copain.kanazawa-trip.net/images/img_08.jpg,https://copain.kanazawa-trip.net/,キッチンあり、赤ちゃん可、禁煙、戸建て定員10名,
37,0,月読東山,石川県金沢市東山3-20-8,070-3165-5593,36.57519151,136.6640352,無料,1月31日,https://travel-kanazawa.com/jp/wp-content/uploads/2020/11/DSC01036-1024x683.jpg,https://travel-kanazawa.com/hotel/tsukuyomi-higashiyama,一軒家、5名～9名、キッチンあり、調理器具あり、洗濯機あり,
38,0,海宿ニシノヤ,石川県加賀市塩屋町ホ85,090-3762-3291,36.29595554,136.2457006,無料,1月31日,https://nishinoya-shioya.com/wp-content/uploads/slider/cache/8b54917b05bda7993e8903c8951e409e/DSCF3245-scaled.jpg,https://nishinoya-shioya.com/,1棟貸切宿、リビング、寝室2室、風呂、露天風呂、赤ちゃん可、ペット可、8人程度,
39,0,にし茶屋街の宿むう,石川県金沢市野町2丁目25-29,090-1392-8309,36.55740568,136.6478847,無料,1月31日,https://kanazawa-muu.com/img/gallery/p_32.jpg,https://kanazawa-muu.com/,キッチンあり/ 駐車場なし / 赤ちゃん可,
40,0,"so, KANAZAWA",金沢市本町２丁目１−１４,090-1392-8309,36.57478338,136.6507594,無料,1月31日,https://sokanazawa.com/wp-content/uploads/2021/09/DSC03576-scaled.jpg,https://sokanazawa.com/,キッチンあり / 赤ちゃん可 / 洗濯機あり,
41,0,Guesthouse FUJITA,石川県白山市鶴来新町レ６６,090-2031-4561,36.44499373,136.6296613,無料,1月31日,"https://static.wixstatic.com/media/6ae605_682dae97781a40ee9aeb6b33cf0c9345~mv2.jpg/v1/fill/w_250,h_213,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/IMG_1809.jpg",https://guesthousefujita.wixsite.com/guesthousefujita/rooms,キッチンあり、赤ちゃん可、ペット可,
42,0,マローク（Mallowk）,石川県金沢市芳斉2丁目6-10-2,076-299-5119,36.57368498,136.6484682,無料,1月31日,https://mallowk.kanazawa-trip.net/,https://mallowk.kanazawa-trip.net/images/img_06.jpg,キッチンあり、赤ちゃん可、禁煙、1階 2LDK,
43,0,モンプチシャ,石川県金沢市玉川町8-10,076-299-5119,36.57257614,136.6522079,無料,1月31日,https://monpetitchat.kanazawa-trip.net/images/img_10.jpg,https://monpetitchat.kanazawa-trip.net/,キッチンあり、赤ちゃん可、禁煙、アパートメントタイプ２階、2LDK,
44,0,金沢東急ホテル,金沢市香林坊2-1-1,076-231-2411,36.56259271,136.6531805,"8,000円/人",1月31日,https://www.tokyuhotels.co.jp/kanazawa-h/images/hotel_images_08.jpg,https://www.tokyuhotels.co.jp/kanazawa-h/index.html,駐車場代は含まれておりません。,
45,0,金澤華ゆり,石川県金沢市十三間町128,070-3165-5593,36.5558362,136.6544942,無料,1月31日,https://travel-kanazawa.com/jp/wp-content/uploads/2023/08/IMG_0740.jpg,https://travel-kanazawa.com/hotel/kanazawa_hanayuri,一軒家、キッチンあり、洗濯機あり、トイレ2ヶ所,
46,0,hiyohiyo（ひよひよ）,石川県金沢市兼六元町12-2,076-299-5119,36.56792808,136.6658797,無料,1月31日,https://hiyohiyo.kanazawa-trip.net/images/img_08.jpg,https://hiyohiyo.kanazawa-trip.net/,キッチンあり、赤ちゃん可、禁煙、戸建て、定員6名。ガス暖房・洗濯乾燥機あり。,
47,0,ホテルグランテラス富山,富山県富山市桜橋通り2－28,076-431-2211,36.69788618,137.216348,無料,1月31日,https://breezbay-group.com/m-toyama/img/room002.jpg,https://breezbay-group.com/m-toyama/,ホテルななめ前にコンビニ（ローソン）がございます。,
48,0,TAMACO（玉こ）,石川県金沢市玉川町6番3号,076-299-5119,36.57118253,136.6521072,無料,1/27/2024,https://tamaco.kanazawa-trip.net/images/img_10.jpg,https://tamaco.kanazawa-trip.net/,キッチンあり、赤ちゃん可、禁煙。定員８名。,
49,0,Pino te Colo（ピノテコロ）,石川県金沢市兼六元町13-21,076-299-5119,36.56731744,136.6665355,無料,1/31/2024,https://pino-te-colo.kanazawa-trip.net/images/img_08.jpg,https://pino-te-colo.kanazawa-trip.net/,キッチンあり、赤ちゃん可、禁煙。定員３名。１Kアパートメント。,
50,0,marutto石川,石川県金沢市兼六元町2-15-2,070-3165-5593,36.56659804,136.6636245,無料,1/31/2024,https://a0.muscache.com/im/pictures/miso/Hosting-1049724724711534726/original/67fc18e8-c040-4560-ace8-f995f3899146.jpeg?im_w=480,https://www.airbnb.jp/rooms/1049724724711534726?source_impression_id=p3_1704940152_Lx37tmpYGmLJdxka&_set_bev_on_new_domain=1705393872_YWY2ZWU1OTNiNmI3,キッチンあり、洗濯機・浴室乾燥機あり,
51,0,小将町ステイ,石川県金沢市兼六元町6-31,070-3165-5593,36.56401669,136.6671395,無料,1/31/2024,https://cf.bstatic.com/xdata/images/hotel/max1024x768/240884786.jpg?k=b97f7ed76cf1f045366812ceddd472100fd5846f421b707158c7232023876ba2&o=&hp=1,https://travel-kanazawa.com/hotel/marutto,一軒家、3階建て、キッチンあり、洗濯乾燥機あり,
52,0,セントラルベース金沢,石川県金沢市尾張町1-10-12　宗重ビル502,070-3165-5593,36.57138013,136.6605783,無料,1/31/2024,https://cf.bstatic.com/xdata/images/hotel/max1024x768/385646311.jpg?k=8fedec17825c64e65194040898710b53ee6c462e9131ec298f910a86f5b7ad41&o=&hp=1,https://travel-kanazawa.com/hotel/central-base-kanazawa,マンションの5階、キッチンあり、洗濯機あり,
53,0,金沢くつろぎ宿　泊まり木,石川県金沢市東山3丁目6番6号,090-4680-9797,36.57562927,136.6657926,無料,1/23/2024,https://trvimg.r10s.jp/share/image_up/177001/origin/9cfd224b2a49eb54ab5d3f8f05e1c3156b54ce77.47.1.26.2.jpg?fit=inside%7C600:*,https://tomarigi-kanazawa.com/#facilities,８人が過ごせる一棟貸しですので、大家族に適応しています（禁煙）キッチン・調理機器完備、１・２階共にシャワートイレあり大和温泉（銭湯施設）が目の前、駐車場１台分が隣接している,
54,0,母衣町庵,金沢市尾張町2-16-31,070-3165-5593,36.57298113,136.6621469,無料,1/28/2024,https://aw-d.tripcdn.com/images/0222v120008kmkwyq5DD5.jpg,https://travel-kanazawa.com/hotel/horomachi-iori,キッチンあり、赤ちゃん可、施設前に駐車場1台あり（無料）,
55,0,三間屋,石川県金沢市石引4-8-6,080-5918-7227,36.55559719,136.6667498,無料,1/31/2024,https://cf.bstatic.com/xdata/images/hotel/max1024x768/309236760.jpg?k=19869d01c9c03df6ef166aefff2ff7174c0dd630ccf322f3102dfcce3cf865e2&o=&hp=1,https://mitsumaya2023.snack.chillnn.com/snack/d91fb0f6-acd9-4e3c-a8c8-8d1a2f9badac?fbclid=PAAaaGAUORNF8AVSJvj2_r8wx0-HbKE49zLPk71Y2PdgeRudo6Ikf6lFuFVZA_aem_AZTF7rdUReatTHdR8MkkymGz393NPxHLGEdG47bXv-RZTuzWwmd1OdxwTkczsqA7JzM,布団3組のため大人なら3名まで、キッチンあり、洗濯機なし,
56,0,トリフィート ホテル&ポッド 金沢百万石通,石川県金沢市上堤町2-33,076-224-9560,36.56871754,136.6541477,無料,1/31/2024,https://torifito.jp/hyakumangokudori/wp-content/uploads/sites/17/2022/01/%E3%82%A8%E3%82%B3%E3%83%8E%E3%83%9F%E3%83%BC%E3%83%9B%E3%82%9A%E3%83%83%E3%83%88-scaled.jpg,https://torifito.jp/hyakumangokudori/,男女別フロア（カプセルホテル）。高校生以上限定。男女別大浴場・サウナ付。,https://torifito.jp/hyakumangokudori/wp-content/uploads/sites/17/2022/01/11-600x400.jpg
57,0,INOVA金沢駅前ホテルsuite,石川県金沢市元菊町25-3,076-223-3133,36.57300837,136.6439572,無料,1/31/2024,https://kanazawahotel.jp/assets/img/consept/image02-key-v_c.png,https://kanazawahotel.jp/,アパートタイプ、家族可,
58,0,Bed&care たいけんらぼ,金沢市彦三町1-9-56-1,090-1637-2826,36.57394216,136.6615459,無料,1/31/2024,https://a0.muscache.com/im/pictures/miso/Hosting-9717578/original/8dafb44e-feb6-4c97-9ba2-9334c05073cc.jpeg?im_w=480,https://www.airbnb.jp/rooms/9717578?_set_bev_on_new_domain=1705393872_YWY2ZWU1OTNiNmI3&source_impression_id=p3_1705470288_y0Vv%2FM0mCLv9Ca%2BI,1棟貸切、キッチンあり、浅野川沿いだか静か,
59,0,HOTEL TRIM,石川県金沢市此花町9-18,090-1392-8309,36.57846115,136.6520596,無料,1/31/2024,https://hotel-trim.com/wp-content/uploads/2020/12/DSC08264-495x400.jpg,https://hotel-trim.com/,共有キッチンあり。シャワー・トイレは共有、小学生未満不可。他に複数施設あり,
60,0,ホテルアマネク金沢,石川県金沢市片町2丁目25-17,076-2240-700,36.56090358,136.6506461,無料,1月14日～1月31日,https://amanekhotels.jp/wp-content/themes/amanek/images/img_privilege01.jpg,https://amanekhotels.jp/kanazawa/,-,
61,0,金沢白鳥路 ホテル山楽,石川県金沢市丸の内6-3,076-222-1212,36.56791987,136.6619633,無料,1/31/2024,https://sanraku.kenhotels.com/hakuchoro/images/room/basic_twin/slide01.jpg,https://sanraku.kenhotels.com/hakuchoro/,館内コインランドリーあり、駐車場あり、天然温泉大浴場あり,
62,0,THE HOTEL SANRAKU KANAZAWA,石川県金沢市尾張町1-1-1,076-222-8077,36.57069143,136.6589147,無料,1/31/2024,https://sanraku.kenhotels.com/kanazawa/rooms/images/img_connect_s_2.jpg,https://sanraku.kenhotels.com/kanazawa/,駐車場あり、館内コインランドリーあり、全室Wi-Fi完備,
63,0,Hotel Apt Sesela,石川県金沢市香林坊2-12-18,090-6815-3285,36.56442243,136.6525964,無料,1/31/2024,https://stay-kanazawa.com/wp-content/themes/stay-kanazawa.com/img/common/img-inn-seseragi-a.jpg,https://stay-kanazawa.com/,キッチンあり、赤ちゃん可,
64,0,KUMU 金沢 by THE SHARE HOTELS,金沢市上堤町2-40,076-282-9600,36.56904248,136.6541603,無料,1/31/2024,https://www.thesharehotels.com/kumu/wp2022/wp-content/uploads/2022/02/4-1.jpg,https://www.thesharehotels.com/kumu/,畳敷きの部屋、添い寝を含めて1室最大6名まで宿泊可能、全室バストイレ別,
65,0,凜庵 LIAN_KANAZAWA,⽯川県⾦沢市安江町15-58,070-3165-5593,36.5745448,136.6553537,無料,1/31/2024,https://lian-kanazawa.jp/asset/img/room/room01/img08@2x.jpg,https://globe.asahi.com/,キッチンあり・館内コインランドリーあり・エレベーターあり,
66,0,WeskiiHotel,石川県金沢市広岡1-14-6,076-231-0708,36.57662979,136.6448669,無料,1/31/2024,https://weskiihotel.com/wp/wp-content/uploads/2022/04/210615_WESKII_202812-1024x683.jpg,https://weskiihotel.com/,【全室】キッチン/洗濯乾燥機/浴室あり・小さなお子様歓迎（ベビーベッド・おむつ入れ）,
67,0,グランリーナ金沢,石川県金沢市瓢箪町２２−２２−２,090-1392-8309,36.57633875,136.6586362,無料,1/31/2024,https://hotel-granrina.jp/wp/wp-content/uploads/2023/02/20230202_52-495x400.jpg,https://hotel-granrina.jp/,女性専用ホテル/ 共有キッチンあり/小学生以下は不可,
68,0,旅音（TABI-NE),金沢市本町2丁目6-23 クラスコ旅音1F(チェックインオフィス）,076-205-8092,36.57778432,136.6623328,0円/泊　,1/31まで（物件により変動あり）,https://hotel-granrina.jp/wp/wp-content/uploads/2023/02/20230202_52-495x400.jpg,https://tabi-ne.jp/,一棟貸し、ホテルタイプあり。キッチンあり、大人数可,
69,0,金沢温泉金石荘,石川県金沢市金石本町ニ91,080-5855-2235,36.59848429,136.5919145,無料,1/31/2024,https://kanaiwamachi.com/wp/wp-content/uploads/0cb87cc6abcc6ec628a370178089c720-e1646920943439.jpg,https://kanaiwamachi.com/shop/549/,全室Wi-Fi完備、共同トイレ、源泉掛け流しの天然温泉,
70,0,東山あり月,石川県金沢市東山３丁目１４−２,070-8383-9609,36.5732345,136.6630727,無料,1/31/2024,https://a0.muscache.com/im/pictures/miso/Hosting-975490449482683880/original/2fb4fcc5-23f9-4b61-8574-5bf1d78ec778.png?im_w=960,https://www.airbnb.jp/rooms/975490449482683880?adults=1&viralityEntryPoint=1&s=76&unique_share_id=C95C815A-DDEA-4156-8FA7-8EB646645AAC&_branch_match_id=1276057802516654288&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXT0zKS9LLTdV3NnPPKq2ISExyTwIA%2BQDn2BsAAAA%3D&source_impression_id=p3_1705474115_gOaM2BwFxePzISGp,小さな一軒家、洗濯機なし付近コインランドリー利用可能、ミニキッチン有,
71,0,ダイアパレス大手門,石川県金沢市大手町2-24,076-224-7177,36.56909441,136.6607626,無料,1/31/2024,http://kanazawa-station-hotel.com/images/top/topimage4.jpg,,全室キッチンあり、禁煙、ユニットバス（シャワールーム）,
72,0,金沢駅前ホテル,石川県金沢市此花町2-24,076-224-7177,36.57766867,136.6515359,無料,1/31/2024,http://kanazawa-station-hotel.com/images/top/topimage4.jpg,http://kanazawa-station-hotel.com/,ビジネスホテル仕様、館内全面禁煙,
73,0,Minn 金沢,石川県金沢市上堤町2-28,080-7255-7193,36.56906922,136.6542434,無料,1/31/2024,https://cf.bstatic.com/xdata/images/hotel/max1024x768/419597163.jpg?k=09f09fa905e93abf25fdd4b718461177b06526423af6b7ee07cde31bfc45d3cc&o=&hp=1,https://staytuned.asia/brands/minn/hotels/minn-kanazawa/?tripla_booking_widget_open=search,30㎡の広さ、無料ランドリーあり、部屋によりキッチンあり、長期滞在向け,
74,0,アネックス金沢,石川県金沢市此花町8-15 2F,076-224-7177,36.57809926,136.6514481,無料,1/31/2024,https://vacation-stay-jp.imgix.net/public/photo/19580/431114_1672215094/2942497_large.jpg?auto=format&fit=max&w=600&dpr=1,https://vacation-stay.jp/listings/431114,キッチン食器類あり、シャワールーム。受付窓口HPは金沢駅前ホテルと同じになります。,
75,0,旅籠屋ゆいまーる,石川県金沢市玉鉾1-12-41,050-3696-2956,36.57082874,136.6295981,無料,1/31/2024,https://kanazawa-yuimaru.com/wp-content/themes/yuimaru_wp/assets/images/rooms/101/room01.jpg,https://kanazawa-yuimaru.com/,赤ちゃん可ベビーベッド有、ペット可（小型犬〜中型犬）,
76,0,ホテルビスタ金沢,金沢市広岡２－１３－２７,076-260-0007,36.5803113,136.6432775,無料,1/31/2024,https://www.hotel-vista.jp/admin/img/imagecache/1200x675_0770fb648fb47850326dac4397187e59.jpg,https://kanazawa.hotel-vista.jp/ja,金沢駅より徒歩6分。築6年のビジネスホテル（耐震性に優れる）。男女別大浴場あり。,
77,0,金澤八旅,石川県金沢市笠市町2-12,070-8309-2004,36.57764397,136.6554348,無料,1/31/2024,https://hachitabi.com/wp-content/uploads/2021/02/DSC00228-scaled.jpg,https://hachitabi.com/,キッチンあり、赤ちゃん可、駐車場あり,
78,0,百合庵,石川県金沢市千日町5-4,070-3165-5593,36.55991189,136.6485041,無料,1/31/2024,https://travel-kanazawa.com/jp/wp-content/uploads/2020/11/L5C6630.jpg,https://travel-kanazawa.com/hotel/yurian,キッチン、調理器具、駐車場あり,
79,0,hygge Kanazawa,金沢市無量寺町ナ36-1,090-1637-4044,36.60847544,136.6073315,無料,1/31/2024,"https://static.wixstatic.com/media/452abd_56034226a72f4db58af96d8c2c3d5989~mv2.jpg/v1/fill/w_529,h_706,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/452abd_56034226a72f4db58af96d8c2c3d5989~mv2.jpg",https://www.hygge-kanazawa.com/,キッチン、浴室、トイレ,
80,0,Art Hotelてまり庵,金沢市橋場町11-7,090-2121-9575,36.56989818,136.6667967,無料,1月6日〜15日、19〜31日,https://temari.hotel-aimer.com/wp-content/uploads/2023/02/2F-%E9%83%A8%E5%B1%8B2-1024x683.jpg,https://temari.hotel-aimer.com/,キッチン有り、赤ちゃん可、1戸建,
